编号,片段名,文本,语言,中文,answer,selected_model,available_models,source_text_check,target_language_check
51623,电视剧8 EP13,ผมเคยมาร้านนี้,泰语,我来过这家店,ฉันเคยมาที่ร้านนี้แล้ว,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我来过这家店,泰语
51624,电视剧8 EP13,I followed the suspect here on the day for the case of Jinmen Hotel.,英语,金门饭店行动那天我跟着凶手来到这家店,"On the day of the Jinmen Hotel operation, I followed the murderer to this shop.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",金门饭店行动那天我跟着凶手来到这家店,英语
51625,电视剧8 EP13,วันที่ปฏิบัติการที่โรงแรมจินเหมินนั้น ผมตามฆาตกรมาจนถึงร้านนี้,泰语,金门饭店行动那天我跟着凶手来到这家店,วันปฏิบัติการที่โรงแรมจินเหมิน ผมตามฆาตกรมาที่ร้านนี้,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",金门饭店行动那天我跟着凶手来到这家店,泰语
51626,电视剧8 EP13,But I lost him.,英语,但我当时并没有找到他,But I didn't find him then.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",但我当时并没有找到他,英语
51627,电视剧8 EP13,แต่ตอนนั้นผมหาเขาไม่เจอ,泰语,但我当时并没有找到他,แต่ตอนนั้นฉันหาเขาไม่เจอ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",但我当时并没有找到他,泰语
51628,电视剧8 EP13,"Good afternoon, here is the menu.",英语,中午好 这是菜单,Good afternoon. Here is the menu.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",中午好 这是菜单,英语
51629,电视剧8 EP13,สวัสดีตอนเที่ยง นี่คือเมนูค่ะ,泰语,中午好 这是菜单,สวัสดีตอนเที่ยงค่ะ นี่คือเมนูค่ะ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",中午好 这是菜单,泰语
51630,电视剧8 EP13,A friend of mine has booked a dinner 2 days before.,英语,我有个朋友前两天在你们店里面预订了一桌晚餐,A friend of mine made a dinner reservation at your restaurant a couple of days ago.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我有个朋友前两天在你们店里面预订了一桌晚餐,英语
51631,电视剧8 EP13,ผมมีเพื่อนคนหนึ่ง เมื่อสองวันก่อนจองโต๊ะมื้อเย็น เอาไว้ที่ร้านของพวกคุณ,泰语,我有个朋友前两天在你们店里面预订了一桌晚餐,ผมมีเพื่อนคนหนึ่ง เมื่อสองวันก่อนจองโต๊ะอาหารเย็นไว้ที่ร้านของพวกคุณ,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我有个朋友前两天在你们店里面预订了一桌晚餐,泰语
51632,电视剧8 EP13,But he wanna change one kind of the fish.,英语,里面有一种鱼他想换成另外一种,He wants to replace one of the fish in it with another kind.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",里面有一种鱼他想换成另外一种,英语
51633,电视剧8 EP13,ในนั้นมีปลาชนิดหนึ่ง เขาอยากเปลี่ยนเป็นชนิดอื่น,泰语,里面有一种鱼他想换成另外一种,ข้างในมีปลาชนิดหนึ่ง เขาอยากจะเปลี่ยนเป็นอีกชนิดหนึ่ง,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",里面有一种鱼他想换成另外一种,泰语
51634,电视剧8 EP13,I have to inform the waiter.,英语,我得告知那个店员,I have to inform the shop assistant.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我得告知那个店员,英语
51635,电视剧8 EP13,ผมต้องบอกพนักงานคนนั้น,泰语,我得告知那个店员,ผมต้องแจ้งให้พนักงานคนนั้นทราบ,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我得告知那个店员,泰语
51636,电视剧8 EP13,Which kind do you want?,英语,您想换成什么鱼,What kind of fish would you like instead?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",您想换成什么鱼,英语
51637,电视剧8 EP13,คุณอยากเปลี่ยนเป็นปลาอะไรคะ,泰语,您想换成什么鱼,คุณอยากจะเปลี่ยนเป็นปลาอะไรคะ,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",您想换成什么鱼,泰语
51638,电视剧8 EP13,I can write it for you.,英语,我帮您记也是一样的,It's the same if I write it down for you.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我帮您记也是一样的,英语
51639,电视剧8 EP13,ฉันช่วยจดไว้ให้ก็เหมือนกันค่ะ,泰语,我帮您记也是一样的,ให้ผมช่วยจดให้ก็เหมือนกันครับ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我帮您记也是一样的,泰语
51640,电视剧8 EP13,Replace eel with saury.,英语,他想把鳗鱼换成秋刀鱼,He wants to replace the eel with saury.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",他想把鳗鱼换成秋刀鱼,英语
51641,电视剧8 EP13,เขาอยากเปลี่ยนจากปลาไหลเป็นปลาซันมะ,泰语,他想把鳗鱼换成秋刀鱼,เขาอยากเปลี่ยนปลาไหลเป็นปลาซาบะ,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",他想把鳗鱼换成秋刀鱼,泰语
51642,电视剧8 EP13,He has other requirements like persimmon leaves in season for side dish.,英语,我那位朋友要求比较多比如说配菜一定要现在当季的柿子叶,"My friend has quite a few requirements, like insisting the side dishes must use persimmon leaves that are currently in season.",dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我那位朋友要求比较多比如说配菜一定要现在当季的柿子叶,英语
51643,电视剧8 EP13,เพื่อนผมคนนั้นค่อนข้างเรื่องมาก อย่างเช่นเครื่องเคียง จะเอาเป็นใบลูกพลับ ในฤดูกาลนี้ให้ได้,泰语,我那位朋友要求比较多比如说配菜一定要现在当季的柿子叶,เพื่อนคนนั้นของฉันเขาค่อนข้างจะเรื่องเยอะ อย่างเช่นเครื่องเคียงต้องเป็นใบลูกพลับที่อยู่ในฤดูกาลตอนนี้เท่านั้น,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我那位朋友要求比较多比如说配菜一定要现在当季的柿子叶,泰语
51644,电视剧8 EP13,We wanna confirm with the waiter directly.,英语,所以我们想跟店员确认一下,So we'd like to confirm with the staff.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",所以我们想跟店员确认一下,英语
51645,电视剧8 EP13,ดังนั้นพวกเราเลยอยากจะ ยืนยันกับพนักงานสักหน่อย,泰语,所以我们想跟店员确认一下,ดังนั้นพวกเราเลยอยากจะยืนยันกับพนักงานร้านหน่อยครับ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",所以我们想跟店员确认一下,泰语
51646,电视剧8 EP13,"For an order 2 days ago, Yoshida should be responsible.",英语,两天前的话应该是吉田君,The one from two days ago should be Yoshida.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",两天前的话应该是吉田君,英语
51647,电视剧8 EP13,สองวันก่อนละก็ คงจะเป็นโยชิดะคุง,泰语,两天前的话应该是吉田君,ถ้าเป็นเมื่อสองวันก่อนก็น่าจะเป็นโยชิดะคุง,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",两天前的话应该是吉田君,泰语
51648,电视剧8 EP13,But he asked for a leave.,英语,可是吉田君请假了,But Mr. Yoshida is on leave.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",可是吉田君请假了,英语
51649,电视剧8 EP13,แต่ว่าโยชิดะคุงลาหยุดแล้ว,泰语,可是吉田君请假了,แต่คุณโยชิดะลาแล้วนี่ครับ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",可是吉田君请假了,泰语
51650,电视剧8 EP13,He's responsible for reservation and external contact.,英语,平时是他专门负责预订和对外联络的,He is usually the one in charge of reservations and external communications.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",平时是他专门负责预订和对外联络的,英语
51651,电视剧8 EP13,ปกติเขาเป็นคนรับผิดชอบ การจองกับการติดต่อชาวต่างชาติโดยเฉพาะ,泰语,平时是他专门负责预订和对外联络的,ปกติแล้วเขาจะเป็นคนรับผิดชอบเรื่องการจองและติดต่อประสานงานกับภายนอกโดยเฉพาะ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",平时是他专门负责预订和对外联络的,泰语
51652,电视剧8 EP13,"However, he asked for a week's leave Do you know where he lives?",英语,但是他刚刚请了一个星期的假那你知道他住哪儿吗,But he just took a week off. Do you know where he lives?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",但是他刚刚请了一个星期的假那你知道他住哪儿吗,英语
51653,电视剧8 EP13,แต่ว่า เขาเพิ่งจะขอลาหยุด หนึ่งอาทิตย์ไปเอง งั้นคุณรู้ไหมว่าเขาพักอยู่ที่ไหน,泰语,但是他刚刚请了一个星期的假那你知道他住哪儿吗,แต่ว่าเขาเพิ่งจะลาหยุดไปหนึ่งอาทิตย์ แล้วคุณรู้ไหมว่าเขาพักอยู่ที่ไหน,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",但是他刚刚请了一个星期的假那你知道他住哪儿吗,泰语
51654,电视剧8 EP13,Or where else does he usually go?,英语,或者他平时除了料理店还会去什么别的地方吗,Or does he usually go anywhere else besides the restaurant?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",或者他平时除了料理店还会去什么别的地方吗,英语
51655,电视剧8 EP13,หรือว่าปกตินอกจากร้านอาหารแล้ว เขายังไปที่ไหนอีกบ้างไหม,泰语,或者他平时除了料理店还会去什么别的地方吗,หรือว่าปกติแล้ว นอกจากร้านอาหาร เขายังไปที่อื่นอีกไหม,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",或者他平时除了料理店还会去什么别的地方吗,泰语
51656,电视剧8 EP13,He seems like a student.,英语,吉田君好像是位学生,Yoshida seems to be a student.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",吉田君好像是位学生,英语
51657,电视剧8 EP13,เหมือนว่าโยชิดะคุงจะเป็นนักเรียน,泰语,吉田君好像是位学生,คุณโยชิดะเหมือนจะเป็นนักเรียน,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",吉田君好像是位学生,泰语
